Address,Tokens,Target,Amount,Currency,Fiat USD,Cumulative USD,Time,TransactionID,Phase,Origin
0x44cb3e93757202164e03e43827fedeeb9bbb143c,124861.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,113510000000000000000,ETH,0,0,1491224896,0xaf6cbb715c08e4a067ab6e886cfe01a0e7b0911a5eb85e4dc46b449b234dfd0e,1,0x44cb3e93757202164e03e43827fedeeb9bbb143c
0x00016122d6ea140e34da3d8569aa9105c2f8fc3e,110000.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,100000000000000000000,ETH,0,0,1491224896,0xc394bacc78299d66571c77ef311a2a34a311608b6dc28f710da062e980a7ac40,1,0x00016122d6ea140e34da3d8569aa9105c2f8fc3e
0xd02f2c6f93b98dfb7db6c4c9f4f9486388e858c8,13211.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,12010000000000000000,ETH,0,0,1491224896,0xe86297aa39ff053eb4c9cd9a30bb52d558d34647da2bb7e63ef63fd8278fc8b6,1,0xd02f2c6f93b98dfb7db6c4c9f4f9486388e858c8
0xc402231183643914a1f2cb3fee14de1badc09c95,56100.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,51000000000000000000,ETH,0,0,1491224909,0x3e6b09046d7999093f13a3ed527ca0da8d6ed390619c1ebe763c3a6c32d4d80a,1,0xc402231183643914a1f2cb3fee14de1badc09c95
0xe0e251898dfbf68bcbd936c82bf3e4a4c3202b10,13750.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,12500000000000000000,ETH,0,0,1491224909,0x8c8972ebb3949b99a3a8f133ad9602e8179b039351fb4cba6fa58444e865c3a6,1,0xe0e251898dfbf68bcbd936c82bf3e4a4c3202b10
0x1ebf7db9cf4c62d59683712326decd50187ce96b,55000.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,50000000000000000000,ETH,0,0,1491224909,0xb2359032bd72f1f71c19a75cbae94bcc455399637b750560cc63ef2856645149,1,0x1ebf7db9cf4c62d59683712326decd50187ce96b
0x50422820a368adde76e71b85df9cb4f006391229,14300.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,13000000000000000000,ETH,0,0,1491224909,0xdf2cdd17aea8cbf3cbe79609f21f9495969e77e85bfe6e21b1d7ae99a903ed23,1,0x50422820a368adde76e71b85df9cb4f006391229
0xbd713d7b57c3666f44c1854edcebb2bc1ac45d03,13750.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,12500000000000000000,ETH,0,0,1491224909,0xe613e497315c4bf124fae7fe35602f0ee442123e34b0ca89fdc5f233447a8da2,1,0xbd713d7b57c3666f44c1854edcebb2bc1ac45d03
0xe549271fc9a35e1ecfc5ea455c5d3580ab019961,16597.446016800000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,15088587288000000000,ETH,0,0,1491224945,0x07215da0bbe185eb6de69902f2d94c34eb9451a686a13f7e4461e5e868f4d996,1,0xe549271fc9a35e1ecfc5ea455c5d3580ab019961
0xb2895cf0edeb29f33a669c9c985e1050b2ccf135,1089.0000000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,990000000000000000,ETH,0,0,1491224967,0x279c7848599183b6960fc88fe394be17c1c6293d6056ec82c85e0a33afcf2e19,1,0xb2895cf0edeb29f33a669c9c985e1050b2ccf135
0x5148cb49c64db1bbc1c57fba2df9c2f95d28b535,18008.681625000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,16371528750000000000,ETH,0,0,1491224967,0x28564eaf66199950c87387f03b5c878735821b3354f051ca56c2c276789ceb02,1,0x5148cb49c64db1bbc1c57fba2df9c2f95d28b535
0x982a811f4cda06e284b5aad1342f2bd45a465444,1100.0000000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,1000000000000000000,ETH,0,0,1491224967,0x2c1c7f837c70e698675720752ed305821240f3bc6885c386fb2f0ed57b2a861d,1,0x982a811f4cda06e284b5aad1342f2bd45a465444
0xe035d7ace9bedde33b5fa52a23cddfb0e2be9c17,13530.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,12300000000000000000,ETH,0,0,1491224967,0x3aa0bc92dd9f8cb86ca66e750a13233d1675c9ba74f23a747967e25bc2fcd78e,1,0xe035d7ace9bedde33b5fa52a23cddfb0e2be9c17
0x2c3b2af7a5f5d5066a0adb4ae3142d2c24cad77a,27500.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,25000000000000000000,ETH,0,0,1491224967,0x45d7922c68eba444d6cc2216fa4b5567ce84324fbbf1954368886818759bb3d1,1,0x2c3b2af7a5f5d5066a0adb4ae3142d2c24cad77a
0xa630d5a0c25997d9d4ceb066087ff24ecfff67e3,14300.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,13000000000000000000,ETH,0,0,1491224967,0x4acb8640a94925ad1640e2bc88610b8b4b279dd75c4207e4280684f8c6aa76ef,1,0xa630d5a0c25997d9d4ceb066087ff24ecfff67e3
0xa00448aab06aea30feae267a0ee058d9c3ed4fc5,2310.0000000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,2100000000000000000,ETH,0,0,1491224967,0x55cd99600021453ed69bd66d7eb0a791a1ea2367e3606f3b57acc7a015a55f6a,1,0xa00448aab06aea30feae267a0ee058d9c3ed4fc5
0x001726812552e39d557ba96baf7edb1d702e9f5b,110000.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,100000000000000000000,ETH,0,0,1491224967,0x58df445afa4702c98b2c047012e165055e674f0e57a242c912d517b5f6212f27,1,0x001726812552e39d557ba96baf7edb1d702e9f5b
0x02ba0754e145299077933b81002524836ec53dae,13903.359998000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,12639418180000000000,ETH,0,0,1491224967,0x61727d64dfe1c82f960a362a85ecfb9d2422525e6a233bf634499cb60bf861e7,1,0x02ba0754e145299077933b81002524836ec53dae
